Well Name,Well Number,API 14,Chosen ID,Abstract,API 10,API 12,Basin,Block,Choke Size,Completion End Date,Completion Start Date,Country,County/Parish,Current Operator,Current Operator Alias,Drill Start Date,Elevation,Elevation Type,Field,Additive Vol (1st Job),Total Fluid/Perf LL (1st Job),Total Fluid (1st Job),Frac Vendor (1st Job),First Prod Date,Total Prop (1st Job),Total Prop/Fluid (1st Job),Total Prop/Perf LL (1st Job),First Test Flow TBG Press,First Test Gas Vol,First Test Gor,First Test Oil Vol,First Test Water Vol,Treatment Type (1st Job),Ground Elevation,Has Daily Data,Has Monthly Data,Heel Latitude,Heel Longitude,Hz Well Spacing Any Zone,Hz Well Spacing Same Zone,Landing Zone,Last Prod Date Monthly,Lateral Length,Lease Name,Lease Number,Lower Perforation,Measured Depth,Oil API Gravity,Parent Child Any Zone,Parent Child Same Zone,Perf Lateral Length,Permit Date,Play,Previous Operator,Previous Operator Alias,Prop Type,Range,Section,Spud Date,State,Status,Surface Latitude,Surface Longitude,Survey,Target Formation,Toe Latitude,Toe Longitude,Additive Vol (All Jobs),Total Fluid/Perf LL (All Jobs),Total Fluid (All Jobs),Total Prop (All Jobs),Total Prop/Fluid (All Jobs),Total Prop/Perf LL (All Jobs),Township,True Vertical Depth,Vt Well Spacing Any Zone,Well Type,Cum BOE,Cum Oil,Cum Gas,Cum GOR,Cum Water,Cum BOE/Perf LL,Cum Gas/Perf LL,Cum Oil/Perf LL,Cum Water/Perf LL,First 12 BOE,First 12 BOE/Perf LL,First 12 Gas,First 12 Gas/Perf LL,First 12 GOR,First 12 Oil,First 12 Oil/Perf LL,First 12 Water,First 12 Water/Perf LL,First 6 BOE,First 6 BOE/Perf LL,First 6 Gas,First 6 Gas/Perf LL,First 6 GOR,First 6 Oil,First 6 Oil/Perf LL,First 6 Water,First 6 Water/Perf LL,Last 12 BOE,Last 12 BOE/Perf LL,Last 12 Gas,Last 12 Gas/Perf LL,Last 12 GOR,Last 12 Oil,Last 12 Oil/Perf LL,Last 12 Water,Last 12 Water/Perf LL,Last Month BOE,Last Month BOE/Perf LL,Last Month Gas,Last Month Gas/Perf LL,Last Month GOR,Last Month Oil,Last Month Oil/Perf LL,Last Month Water,Last Month Water/Perf LL,Months Produced,Created At,Updated At
CROSS BAR RANCH 1819H,1819H,42317411880000,f1fe1391-bb01-4443-90dc-845c79907239,1062,4231741188,423174118800,Permian Basin,40 T1N,,,07/24/2018 00:00:00,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,04/15/2018 00:00:00,2779,Ground,SPRABERRY,,,,,,,,,,99,,94,235,,2779,false,true,,,,,UNKNOWN,,10831.226,CROSS BAR RANCH,46566,11394,12000,39,,,2038,08/08/2018 00:00:00,UNKNOWN,"RSP PERMIAN, LLC",RSP PERMIAN,,40 T1N,19,04/15/2018 00:00:00,TX,Completed - Not Active,32.1349106,-102.2097855,T&P RR CO,UNKNOWN,32.1635246,-102.2192307,,,,,,,T&P RR CO,11537,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/07/2018 17:48:45,11/22/2021 15:32:22
FR CATALYST C 94 3BB,3BB,42329421380000,9dcfd329-38f0-4f11-a494-9aa32107fed3,907,4232942138,423294213800,Permian Basin,37 T3S,,,,USA,MIDLAND,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,0,Ground,SPRABERRY,,,,,,,,,,,,,,,0,false,true,,,,,,,10301.86,FR CATALYST C 94,,,9600,,,,,01/18/2018 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,37 T3S,4,,TX,Expired Permit,31.9128056,-101.8648911,"T&P RR CO/FOWLER, F A",,31.8855572,-101.8560715,,,,,,,"T&P RR CO/FOWLER, F A",,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/07/2018 17:47:20,10/09/2021 03:20:18
FR UNOBTANIUM 1411 CC 6HB,6HB,42329421060000,2c5152fd-07e9-40a5-8534-ab80276d6867,481,4232942106,423294210600,Permian Basin,37,22/64,09/16/2018 00:00:00,09/07/2018 00:00:00,USA,MIDLAND,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,03/25/2018 00:00:00,2593,Ground,SPRABERRY,0,2001.342,25690602,Solnexus,11/01/2018 00:00:00,24351780,0.10155974,1897.0455,0,2305,,2528,4184,,2593,false,true,31.8724800,-101.8247000,137,,SPRABERRY,09/01/2023 00:00:00,12836.6875,FR UNOBTANIUM 1411 CC,50850,21442,21645,39,,,12220,11/29/2018 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,37,23,03/25/2018 00:00:00,TX,Active Producer,31.8709300,-101.8249000,T&P RR CO,SPRABERRY,31.9052700,-101.8345000,0,2001.3420128829964,25690602,24351780,0.10155974693110964,1897.0454799962997,T&P RR CO,8985.1,,BLACK OIL,721707.166097641,422769,1793629,4.2426,754586,56.222227587735624,139.72677920218905,32.93443109836552,58.783545209774715,412088,32.10236285646122,659921,51.40897914668407,2.1844,302101,23.534186681727665,519103,40.43901512753972,270566,21.0775560283757,352488,27.459420508600836,1.6641,211818,16.500985943608896,359895,28.036438528241806,53004,4.1291026209059,254616,19.835023638302328,24.0931,10568,0.8232653478555118,23236,1.8101243019275806,2189.33349609375,0.17055283896984716,9446,0.7358596211055227,15.3593,615,0.047909556106277416,1397,0.10882869899263342,58,02/07/2018 17:47:14,11/25/2023 17:14:04
WILLIS 40B 6,6,42329422120000,69e04d29-042b-4118-ae2b-ba8bc3d1bb5f,920,4232942212,423294221200,Permian Basin,A,45/64,07/16/2018 00:00:00,07/15/2018 00:00:00,USA,MIDLAND,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,03/11/2018 00:00:00,2712,Ground,SPRABERRY,,,,Solnexus,07/01/2018 00:00:00,,,,250,423,,184,684,,2712,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,0,WILLIS 40B,51083,17778,17850,39,,,9560,01/19/2018 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,A,40,03/11/2018 00:00:00,TX,Active Producer,31.8746500,-101.9336000,"GRAY, W T",SPRABERRY,31.8746500,-101.9336000,,,,0,,,"GRAY, W T",11687,,VOLATILE OIL,21206.66715478897,12870,50020,3.8866,82755,,,,,18699,,45190,,4.0467,11167,,59386,,13914,,39373,,5.3554,7352,,29434,,162,,190,,1.4615,130,,3847,,12.833333015441895,,17,,1.7,10,,296,,63,02/07/2018 17:49:39,11/25/2023 17:45:16
WILLIS 40B 7,7,42329422160000,ee411394-7ccd-4218-868d-bbbcaf88eac6,920,4232942216,423294221600,Permian Basin,A,,,02/12/2019 00:00:00,USA,MIDLAND,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,03/30/2018 00:00:00,2687,Ground,SPRABERRY,,,,,02/01/2019 00:00:00,,,,,570,,912,2309,,2687,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,7655,WILLIS 40B,51083,16794,16860,42,,,8232,01/19/2018 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,A,40,03/30/2018 00:00:00,TX,Active Producer,31.8713300,-101.9282000,"GRAY, W T",SPRABERRY,31.8713300,-101.9282000,,,,,,,"GRAY, W T",10578,,VOLATILE OIL,77881.66677856445,42299,213496,5.0473,338485,10.173960389100516,27.889745264532984,5.525669497060744,44.21750489875898,27865,3.6401045068582625,59352,7.753363814500327,3.3023,17973,2.3478772044415415,101916,13.313651208360548,15985,2.088177661659046,32176,4.203265839320705,3.0292,10622,1.3875898105813194,54289,7.0919660352710645,7930,1.0359242325277596,23777,3.106074461136512,5.9937,3967,0.5182233834095362,49588,6.477857609405617,807.5,0.10548661005878511,2547,0.33272370999346834,6.6501,383,0.05003265839320705,4788,0.6254735467015022,56,02/07/2018 17:49:40,11/25/2023 17:45:16
WILLIS 40B 8,8,42329422200000,ee189159-03c6-402a-b851-d2cb310c4708,920,4232942220,423294222000,Permian Basin,A,54,03/19/2019 05:00:00,03/18/2019 05:00:00,USA,MIDLAND,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,04/09/2018 00:00:00,2697,Ground,SPRABERRY,0,271.19647,2207268,P3,04/01/2019 00:00:00,1473447.2,0.084117115,181.03542,,610,,936,1106,,2697,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,8139,WILLIS 40B,51083,17280,17342,42,,,8312,01/19/2018 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,A,40,04/09/2018 00:00:00,TX,Active Producer,31.8800100,-101.9305000,"GRAY, W T",SPRABERRY,31.8800100,-101.9305000,0,271.1964614817545,2207268,1473447.25,0.08411711771269062,181.03541589875906,"GRAY, W T",11690,,CONDENSATE,48441.99998474121,28727,118290,4.1177,177582,5.951836833117239,14.533726502027276,3.529549084654134,21.81865093991891,19933,2.449072367612729,64912,7.975426956628579,7.1222,9114,1.11979358643568,26497,3.255559651062784,11350,1.394520211328173,39987,4.913011426465168,8.5333,4686,0.5757464061924069,10469,1.286275955277061,5200,0.6388991276569603,5630,0.6917311709055166,1.321,4262,0.5236515542449932,39423,4.843715444157759,520,0.06388991276569603,570,0.07003317360855142,1.3412,425,0.052217717164270795,3931,0.4829831674652906,54,02/07/2018 17:49:40,11/25/2023 17:45:16
FINISHING NAIL 2528 1MS,1MS,42317407940000,7af761b2-04d4-4f93-bbc4-9193a372c049,281,4231740794,423174079400,Permian Basin,38 T1N,,02/15/2018 00:00:00,02/01/2018 00:00:00,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,09/07/2017 00:00:00,2772,Ground,SPRABERRY,0,1951.0037,18860352,Chemplex,03/01/2018 00:00:00,18188956,0.10312924,1881.5513,,402,,521,1997,,2772,false,true,32.1627500,-102.0187000,598,,SPRABERRY,09/01/2023 00:00:00,9667,FINISHING NAIL 2528,50223,17868,18063,,,,9665,,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,38 T1N,25,09/07/2017 00:00:00,TX,Active Producer,32.1644700,-102.0192000,T&P RR CO,SPRABERRY,32.1372200,-102.0117000,0,1951.0036205648082,18860352,18188956,0.10312923511839667,1881.551256853212,T&P RR CO,8396,,BLACK OIL,250424.16735839844,189822,363613,1.9155,1022956,25.905055069659504,37.61384090203786,19.636081514430536,105.81938553842971,93620,9.684493638150409,108823,11.257163546084618,1.4417,75483,7.808316954587773,380795,39.39122788869349,55968,5.789593462294404,54159,5.602461984069515,1.1538,46941,4.8557980759284165,221028,22.86417709734147,13822,1.4298127650770662,33528,3.468294196751836,4.0719,8234,0.8517637322850936,53454,5.529533464363298,1025.8333740234375,0.10611703465640193,2675,0.27671459604841214,4.6121,580,0.05999793110582394,3765,0.3894693286438399,67,02/09/2018 13:08:55,12/07/2023 02:55:08
FOSTER RANCH 381,381,42173378300000,d0b0b339-ddbc-4e89-874b-0617d60c1ac2,1166,4217337830,421733783000,Permian Basin,30,,,11/10/2018 00:00:00,USA,GLASSCOCK,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,05/16/2018 00:00:00,2650,Ground,SPRABERRY,,,,,11/01/2018 00:00:00,,,,,13,,10,476,,2650,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,2525,FOSTER RANCH,46902,9319,12000,,,,2774,02/15/2018 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,30,38,05/16/2018 00:00:00,TX,Inactive,31.9641600,-101.3068000,"W&NW RR CO/CUSHING, W F",SPRABERRY,31.9641600,-101.3068000,,,,,,,"W&NW RR CO/CUSHING, W F",9475,,VOLATILE OIL,85335.50073242188,45333,240015,5.2945,495382,33.796237913830446,95.05544554455446,17.953663366336635,196.1908910891089,30882,12.23049504950495,84059,33.29069306930693,4.9822,16872,6.681980198019802,475513,188.32198019801982,18416,7.293465346534654,42265,16.73861386138614,3.7166,11372,4.503762376237623,350150,138.67326732673268,9160,3.627722772277228,25675,10.168316831683168,5.2602,4881,1.933069306930693,-123517,-48.91762376237624,751.6666259765625,0.29768975286200494,2104,0.8332673267326732,5.2469,401,0.15881188118811881,-12744,-5.047128712871287,59,03/01/2018 17:15:02,11/25/2023 17:46:15
WR VITEX E 5HB,5HB,42317412450000,3eb0db17-03b6-4c32-b9c3-10110519c5e4,1118,4231741245,423174124500,Permian Basin,A,,06/29/2019 05:00:00,06/08/2019 05:00:00,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,08/24/2018 00:00:00,2505,Ground,SPRABERRY,0,2095.7388,23022300,Solnexus,07/01/2019 00:00:00,20912122,0.12026697,1903.6475,,1342,,1370,2267,,2505,false,true,32.3139800,-101.6970000,29,,SPRABERRY,09/01/2023 00:00:00,10985.291,WR VITEX E,52775,18976,19179,,,,10174,01/13/2020 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,A,34,08/24/2018 00:00:00,TX,Active Producer,32.3159100,-101.6976000,BAUER & COCKRELL,SPRABERRY,32.2867700,-101.6889000,0,2095.7387444041383,23022300,20912122,0.12026696580177709,1903.6475201481242,BAUER & COCKRELL,8488,,VOLATILE OIL,545840.3300886154,312259,1401488,4.4882,3317088,49.68829039779064,127.57859559720215,28.425191426959593,301.9572258287849,269104,24.496756582710297,637766,58.05635909807663,3.9172,162810,14.820727076636034,765742,69.70611874649856,171716,15.631447519756977,387065,35.23484261358717,3.6105,107205,9.758958579023194,305940,27.84996770361789,58644,5.3384111460121835,212412,19.33603758861503,9.1391,23242,2.115738214576345,864327,78.68039169564274,5374.8330078125,0.4892754320452295,20909,1.9033633219420358,11.063,1890,0.1720482413539838,79643,7.249967241352028,51,03/01/2018 17:06:47,12/07/2023 08:39:46
GUS 35 4,4,42317413000000,28806d20-cf90-4491-8b5c-15f0ff346a00,101,4231741300,423174130000,Permian Basin,35 T3N,,09/12/2018 00:00:00,09/11/2018 00:00:00,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,06/05/2018 00:00:00,2673,Ground,SPRABERRY,0,1796.5812,2058882,Economy Polymers,09/01/2018 00:00:00,1503002.4,0.09447995,1311.5204,,215,,222,234,,2673,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,1146,GUS 35,48670,10854,12000,,,,3277,02/15/2018 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,35 T3N,35,06/05/2018 00:00:00,TX,Active Producer,32.4552700,-101.7674000,T&P RR CO,SPRABERRY,32.4552700,-101.7674000,0,1796.5811518324608,2058882,1503002.375,0.09447994561031339,1311.5203970331588,T&P RR CO,10983,,BLACK OIL,118111.50018310547,108274,59025,0.5451,319820,103.06413628543234,51.50523560209424,94.47993019197207,279.07504363001743,43263,37.75130890052356,37832,33.01221640488656,1.0236,36958,32.24956369982548,72938,63.645724258289704,26569,23.18411867364747,25185,21.976439790575917,1.1258,22371,19.520942408376964,39689,34.632635253054104,11404,9.951134380453752,1093,0.9537521815008726,0.0974,11222,9.792321116928447,47560,41.50087260034904,838.1666870117188,0.7313845436402432,91,0.07940663176265271,0.1106,823,0.7181500872600349,3488,3.043630017452007,61,03/01/2018 17:15:50,12/15/2023 18:04:20
WR VITEX 3HA,3HA,42227394710000,888537e9-0556-4764-9062-332819d203f8,1338,4222739471,422273947100,Permian Basin,34 T1N,,,,USA,HOWARD,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,0,Ground,SPRABERRY,,,,,,,,,,,,,,,0,false,true,,,,,,,11061.947,WR VITEX,,,10000,,,,,02/01/2018 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,34 T1N,6,,TX,Expired Permit,32.2845688,-101.6890869,"T&P RR CO / ROBERTSON, W C",,32.3137932,-101.6987457,,,,,,,"T&P RR CO / ROBERTSON, W C",,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/01/2018 17:06:26,10/08/2021 17:42:58
COME-THOU-FOUNT 2223B 5HA,5HA,42227394620000,d5fc9408-19af-496e-9b79-34f8eeee2071,1348,4222739462,422273946200,Permian Basin,34 T1N,,,,USA,HOWARD,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,0,Ground,SPRABERRY,,,,,,,,,,,,,,,0,false,true,,,,,,,10057.3,COME-THOU-FOUNT 2223B,,,10000,,,,,02/22/2018 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,34 T1N,22,,TX,Expired Permit,32.2578583,-101.6083298,"T&P RR CO / RUSSELL, W C",,32.2312012,-101.5999298,,,,,,,"T&P RR CO / RUSSELL, W C",,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/01/2018 17:06:14,10/08/2021 17:44:37
SPADE RANCH W311N,W311N,42335359710000,48c5fbe2-a6e4-4cd7-8990-356b6cdde29f,218,4233535971,423353597100,Permian Basin,19,,,,USA,MITCHELL,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,0,Ground,ELLWOOD RANCH,,,,,,,,,,,,,,,0,false,true,,,,,,,,SPADE RANCH,,,8000,,,,,02/05/2018 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,19,31,,TX,Expired Permit,32.2074928,-100.9641342,LN CO,,32.2074928,-100.9641342,,,,,,,LN CO,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/01/2018 17:10:28,10/09/2021 03:43:29
WHISTLING DUCK 1D,1D,42227394880000,fca9eb9a-8085-4db9-ae1f-418e28b34791,405,4222739488,422273948800,Permian Basin,34 T1S,,,08/11/2021 00:00:00,USA,HOWARD,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,02/18/2018 00:00:00,2467,Ground,SPRABERRY,,,,,,,,,,693,,1030,1830,,2467,false,true,,,,,SPRABERRY,,0,WHISTLING DUCK,51193,17919,18009,37.65,,,10372,05/04/2018 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,34 T1S,3,02/18/2018 00:00:00,TX,Shut In,32.2096600,-101.6170000,T&P RR CO,SPRABERRY,32.2096600,-101.6170000,,,,,,,T&P RR CO,11397,,WATER DISPOSAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/01/2018 17:09:57,11/15/2023 15:09:26
SPADE RANCH W321N,W321N,42335359700000,844490dc-0d80-4731-ac57-4f3897c911d4,1496,4233535970,423353597000,Permian Basin,19,,,,USA,MITCHELL,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,06/08/2018 00:00:00,0,Ground,ELLWOOD RANCH,,,,,,,,,,,,,,,0,false,true,,,,,,,,SPADE RANCH,,,8000,,,,,02/02/2018 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,19,32,06/08/2018 00:00:00,TX,DUC - Drilled Uncompleted,32.2153244,-100.9906158,"LN CO / BAILEY, A R",,32.2153244,-100.9906158,,,,,,,"LN CO / BAILEY, A R",,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/01/2018 17:10:03,10/09/2021 03:41:59
GOTHA 1HA,1HA,42173378200000,648f0f1b-8095-49a4-81e7-53652bc5b477,875,4217337820,421733782000,Permian Basin,34 T3S,,06/12/2018 00:00:00,06/03/2018 00:00:00,USA,GLASSCOCK,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,03/04/2018 00:00:00,2662,Ground,SPRABERRY,0,1796.4353,18459882,Chemplex,06/01/2018 00:00:00,17944616,0.10385765,1746.2919,420,1047,,1218,2176,,2662,false,true,31.8785200,-101.5480000,853,,SPRABERRY,09/01/2023 00:00:00,10275.84,GOTHA,50671,17539,19764,39,,,7172,02/06/2018 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,34 T3S,44,03/04/2018 00:00:00,TX,Active Producer,31.8806600,-101.5492000,"T&P RR CO / CALVERLEY, S JR",SPRABERRY,31.8536100,-101.5403000,0,1796.4353552306209,18459882,17944616,0.10385764906394736,1746.2919112070751,"T&P RR CO / CALVERLEY, S JR",8137,,BLACK OIL,613655.8322753906,467886,874619,1.8693,2536589,59.718314182234955,85.11411361981894,45.53262868188617,246.8497990013742,239085,23.266711396384494,236521,23.01719407819084,1.1846,199665,19.43052860262714,733811,71.41129203627288,137511,13.381971896305616,112410,10.939251847951905,0.9464,118776,11.558763254980299,401888,39.10999062956761,65276,6.352376155385718,153125,14.901458404213463,3.8517,39755,3.8687835354090203,384528,37.42059100248421,4914.1669921875,0.4782253389416543,12715,1.2373684480625253,4.5492,2795,0.2719972325862964,28889,2.8113517181343526,64,03/01/2018 17:08:31,12/07/2023 03:34:58
GOTHA C 2HA,2HA,42173378210000,1c4d3d74-00b9-4d27-a86d-591171b43a34,875,4217337821,421733782100,Permian Basin,34 T3S,,05/31/2018 00:00:00,05/20/2018 00:00:00,USA,GLASSCOCK,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,03/07/2018 00:00:00,2689,Ground,SPRABERRY,0,1753.535,18107544,Chemplex,06/01/2018 00:00:00,17986654,0.105867326,1741.828,,1224,,1690,1381,,2689,false,true,31.8776900,-101.5537000,463,,SPRABERRY,09/01/2023 00:00:00,10326.309,GOTHA C,50624,17629,17750,,,,9592,02/05/2018 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,34 T3S,44,03/07/2018 00:00:00,TX,Active Producer,31.8795600,-101.5545000,"T&P RR CO / CALVERLEY, S JR",SPRABERRY,31.8521900,-101.5458000,0,1753.5350445520864,18107544,17986654,0.1058673275994481,1741.828053723518,"T&P RR CO / CALVERLEY, S JR",8157,,BLACK OIL,502747.1657714844,392243,663025,1.6903,258619,48.686048960009984,64.20735870718565,37.98482259550185,25.044670866850637,206027,19.951660182293786,212127,20.542384345204432,1.2429,170673,16.527977878106398,110606,10.711087993917236,147656,14.299010983399123,146066,14.145035340935527,1.1845,123312,11.941537373252103,79704,7.718537488627917,36814,3.5650687431791144,56656,5.4865685530927335,2.0699,27371,2.6506083709880897,19037,1.8435435884147553,2683.666748046875,0.2598863595526445,5140,0.497757737272251,2.8134,1827,0.17692672879307442,1280,0.12395523418452943,64,03/01/2018 17:08:43,12/07/2023 03:37:31
FR POLONIUM 1,1,42329422950000,10534d69-0fd9-4c1e-ba94-5e2f091f84be,904,4232942295,423294229500,Permian Basin,37 T3S,,,,USA,MIDLAND,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,0,Ground,DEWEY LAKE,,,,,,,,,,,,,,,0,false,true,,,,,,,,FR POLONIUM,,,12000,,,,,02/15/2018 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,37 T3S,2,,TX,Expired Permit,31.9090366,-101.8239059,"T&P RR CO/FLOYD, B W",,31.9090366,-101.8239059,,,,,,,"T&P RR CO/FLOYD, B W",,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/01/2018 17:14:26,10/09/2021 03:21:46
COLT 45 9HA,9HA,42173378320000,9a57a2c6-90e7-45df-82cd-6755d12ba814,407,4217337832,421733783200,Permian Basin,36,64,,11/04/2019 00:00:00,USA,GLASSCOCK,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,03/13/2019 00:00:00,2609,Ground,SPRABERRY,,,,,11/01/2019 00:00:00,,,,318,1031,,1097,1433,,2609,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,11415.821,COLT 45,50649,19195,19368,44.3,,,10149,02/27/2018 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,36,33,03/13/2019 00:00:00,TX,Active Producer,31.8553700,-101.7353000,T&P RR CO,,31.8257100,-101.7265000,,,,,,,T&P RR CO,8533,,VOLATILE OIL,400616.8364868164,229821,1024775,4.459,754155,35.093124387874525,89.76796097726557,20.13179728209231,66.06226401972113,259878,22.764722171061766,673666,59.011610548374605,4.5641,147600,12.929424547090237,499924,43.79220621463103,159933,14.009767317681456,330439,28.945705405934625,3.1512,104860,9.185497682980232,355163,31.111471615299525,12343,1.081218747864057,4493,0.3935765886861547,0.3875,11594,1.0156080501284839,39268,3.4397875549806196,1052.1666259765625,0.0921674051594206,31,0.002715529545798085,0.0296,1047,0.09171482046614822,3546,0.3106215409483874,47,03/01/2018 17:18:43,11/26/2023 00:54:04
SPADE RANCH W071,W071,42335359720000,ae774afb-9bb7-4ade-980e-b35fe191cb8d,284,4233535972,423353597200,Permian Basin,18,,,,USA,MITCHELL,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,0,Ground,ELLWOOD RANCH,,,,,,,,,,,,,,,0,false,true,,,,,,,,SPADE RANCH,,,8000,,,,,02/07/2018 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,18,7,,TX,Expired Permit,32.1874733,-100.9936905,SP RR CO,,32.1874733,-100.9936905,,,,,,,SP RR CO,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/01/2018 17:10:36,10/09/2021 03:47:33
COME-THOU-FOUNT 2223A 6HA,6HA,42227394630000,a4679e53-2fe4-4ee9-a250-d5aecde41a3c,1349,4222739463,422273946300,Permian Basin,34 T1N,,05/17/2018 00:00:00,05/10/2018 00:00:00,USA,HOWARD,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,02/28/2018 00:00:00,2489,Ground,SPRABERRY,0,1639.0991,18065586,Chemplex,05/01/2018 00:00:00,18132368,0.106819764,1645.1583,,305,,516,1710,,2489,false,true,32.2312400,-101.6022000,333,,SPRABERRY,09/01/2023 00:00:00,11021.655,COME-THOU-FOUNT 2223A,50625,18440,18499,,,,10127,02/22/2018 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,34 T1N,34,02/28/2018 00:00:00,TX,Shut In,32.2289600,-101.6019000,"T&P RR CO / RUSSELL, W C",SPRABERRY,32.2584600,-101.6083000,0,1639.0991690275935,18065586,18132368,0.10681976513418957,1645.1583314984925,"T&P RR CO / RUSSELL, W C",7808,,BLACK OIL,276466.66497039795,205658,424852,2.0658,722003,25.083951376767374,38.54702306140034,18.659447687103913,65.50767394622181,106466,9.659710575106269,98939,8.976782302241459,1.0996,89976,8.163565069653803,307110,27.864235668860353,65894,5.978593810569126,45282,4.108457293990214,0.7761,58347,5.293850928237423,196840,17.859386373151224,30186,2.73879006838012,72718,6.597738560672681,4.0251,18066,1.639136731443558,65301,5.924790639875777,2698,0.244790817083733,8238,0.7474376394128215,6.2174,1325,0.12021787718159607,4789,0.4345082368472933,65,03/01/2018 17:06:14,12/07/2023 03:18:08
